file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
HMA-KLS0762-2117712.FASTQ.gz	FASTQ	DNA	1466120	121687960	83	83.0	83
HMA-KLS0798-2117733.FASTQ.gz	FASTQ	DNA	1233499	102380417	83	83.0	83
HMA-KLS0799-2117731.FASTQ.gz	FASTQ	DNA	1390032	115372656	83	83.0	83
HMA-KLS0801-2117727.FASTQ.gz	FASTQ	DNA	1651901	137107783	83	83.0	83
HMA-KLS0808-2117740.FASTQ.gz	FASTQ	DNA	1319894	109551202	83	83.0	83
HMA-KLS0813-2117730.FASTQ.gz	FASTQ	DNA	1416688	117585104	83	83.0	83
HMA-KLS0898-2117745.FASTQ.gz	FASTQ	DNA	1547679	128457357	83	83.0	83
HMA-KLS0901-2117709.FASTQ.gz	FASTQ	DNA	1249302	103692066	83	83.0	83
HMA-KLS0913-2117749.FASTQ.gz	FASTQ	DNA	1260084	104586972	83	83.0	83
HMA-KLS0933-2117744.FASTQ.gz	FASTQ	DNA	1620565	134506895	83	83.0	83
HMA-KLS1016-2117701.FASTQ.gz	FASTQ	DNA	1191345	98881635	83	83.0	83
HMA-KLS1017-2117720.FASTQ.gz	FASTQ	DNA	1557190	129246770	83	83.0	83
HMA-KLS1020-2117696.FASTQ.gz	FASTQ	DNA	1408041	116867403	83	83.0	83
HMA-KLS1379-3593334.FASTQ.gz	FASTQ	DNA	2282693	181791166	15	79.6	124
HMA-KLS1416-3593319.FASTQ.gz	FASTQ	DNA	2382531	190238266	15	79.8	126
HMA-KLS1421-3593374.FASTQ.gz	FASTQ	DNA	2286300	183850204	15	80.4	128
HMA-KLS1514-3593378.FASTQ.gz	FASTQ	DNA	2152587	174064072	15	80.9	124
HMA-KLS1522-3593369.FASTQ.gz	FASTQ	DNA	2327960	186267715	15	80.0	124
HMA-KLS1522-3593441.FASTQ.gz	FASTQ	DNA	2095962	172439807	15	82.3	126
HMA-KLS1538-3593349.FASTQ.gz	FASTQ	DNA	2269152	181304444	15	79.9	124
HMA-KLS1553-3593325.FASTQ.gz	FASTQ	DNA	2143898	179561502	15	83.8	128
HMA-KLS1554-3593316.FASTQ.gz	FASTQ	DNA	2229153	181772857	15	81.5	124
HMA-KLS1692-4013432.FASTQ.gz	FASTQ	DNA	2044228	159981273	15	78.3	127
HMA-KLS1694-4013434.FASTQ.gz	FASTQ	DNA	2026301	154152098	15	76.1	127
HMA-KLS1697-4013437.FASTQ.gz	FASTQ	DNA	2012764	160987247	15	80.0	127
HMA-KLS1699-4013439.FASTQ.gz	FASTQ	DNA	2111631	163446833	15	77.4	125
HMA-KLS1703-4013443.FASTQ.gz	FASTQ	DNA	1946766	157195910	15	80.7	126
HMA-KLS1705-4013445.FASTQ.gz	FASTQ	DNA	1979841	153655263	15	77.6	124
HMA-MAGNT-R36643-2117742.FASTQ.gz	FASTQ	DNA	1210613	100480879	83	83.0	83
HMA-NC_166-2117725.FASTQ.gz	FASTQ	DNA	1224764	101655412	83	83.0	83
HMA-NC_167-2117726.FASTQ.gz	FASTQ	DNA	1081313	89748979	83	83.0	83
HMA-NC_169-2117729.FASTQ.gz	FASTQ	DNA	1635923	135781609	83	83.0	83
HMA-NC_173-2117703.FASTQ.gz	FASTQ	DNA	1723488	143049504	83	83.0	83
HMA-NC_174-2117743.FASTQ.gz	FASTQ	DNA	1724696	143149768	83	83.0	83
HMA-NC_176-2117714.FASTQ.gz	FASTQ	DNA	981455	81460765	83	83.0	83
HMA-NC_179-2117695.FASTQ.gz	FASTQ	DNA	1400701	116258183	83	83.0	83
HMA-NC_180-2117713.FASTQ.gz	FASTQ	DNA	1441794	119668902	83	83.0	83
HMA-NC_181-2117711.FASTQ.gz	FASTQ	DNA	1327342	110169386	83	83.0	83
HMA-NC_189-2117710.FASTQ.gz	FASTQ	DNA	1293074	107325142	83	83.0	83
HMA-R154981-2117752.FASTQ.gz	FASTQ	DNA	1696960	140847680	83	83.0	83
HMA-R29873-2117819.FASTQ.gz	FASTQ	DNA	1271155	105505865	83	83.0	83
HMA-R29875-2117836.FASTQ.gz	FASTQ	DNA	1245796	103401068	83	83.0	83
HMA-R36496-2117767.FASTQ.gz	FASTQ	DNA	1626732	135018756	83	83.0	83
HMA-R36496-2133034.FASTQ.gz	FASTQ	DNA	1086286	90161738	83	83.0	83
HMA-R36640-2117798.FASTQ.gz	FASTQ	DNA	1301683	108039689	83	83.0	83
HMA-R36656-2117844.FASTQ.gz	FASTQ	DNA	1296129	107578707	83	83.0	83
HMA-R36660-2117840.FASTQ.gz	FASTQ	DNA	1236641	102641203	83	83.0	83
HMA-R36982-2117760.FASTQ.gz	FASTQ	DNA	1558329	129341307	83	83.0	83
HMA-R36982-2133027.FASTQ.gz	FASTQ	DNA	1222130	101436790	83	83.0	83
HMA-R37004-2117761.FASTQ.gz	FASTQ	DNA	1442317	119712311	83	83.0	83
HMA-R37004-2133028.FASTQ.gz	FASTQ	DNA	1033210	85756430	83	83.0	83
HMA-R37005-2117762.FASTQ.gz	FASTQ	DNA	1500953	124579099	83	83.0	83
HMA-R37005-2133029.FASTQ.gz	FASTQ	DNA	1139017	94538411	83	83.0	83
HMA-R37023-2117763.FASTQ.gz	FASTQ	DNA	1425583	118323389	83	83.0	83
HMA-R37023-2133030.FASTQ.gz	FASTQ	DNA	1144904	95027032	83	83.0	83
HMA-R37031-2117764.FASTQ.gz	FASTQ	DNA	1319827	109545641	83	83.0	83
HMA-R37031-2133031.FASTQ.gz	FASTQ	DNA	1186525	98481575	83	83.0	83
HMA-R37037-2117765.FASTQ.gz	FASTQ	DNA	1329279	110330157	83	83.0	83
HMA-R37037-2133032.FASTQ.gz	FASTQ	DNA	1052845	87386135	83	83.0	83
HMA-R37138-2117766.FASTQ.gz	FASTQ	DNA	1247137	103512371	83	83.0	83
HMA-R37138-2133033.FASTQ.gz	FASTQ	DNA	1136227	94306841	83	83.0	83
HMA-SS170809_02-2117728.FASTQ.gz	FASTQ	DNA	1586933	131715439	83	83.0	83
HMA-SS170812_01-2117751.FASTQ.gz	FASTQ	DNA	1588544	131849152	83	83.0	83
HMA-SS170814_02-2117746.FASTQ.gz	FASTQ	DNA	1432381	118887623	83	83.0	83
HMA-SS170818_01-2117748.FASTQ.gz	FASTQ	DNA	1143631	94921373	83	83.0	83
HMA-SS170820_01-2117747.FASTQ.gz	FASTQ	DNA	1456030	120850490	83	83.0	83
HMA-SS171024_01-2117723.FASTQ.gz	FASTQ	DNA	1496136	124179288	83	83.0	83
HMA-VU46-2117754.FASTQ.gz	FASTQ	DNA	1127367	93571461	83	83.0	83
HMA-VU55-2117702.FASTQ.gz	FASTQ	DNA	1160016	96281328	83	83.0	83
HMA-VU61-2117705.FASTQ.gz	FASTQ	DNA	1494160	124015280	83	83.0	83
HMA-WAMR154978-2117736.FASTQ.gz	FASTQ	DNA	721543	59888069	83	83.0	83
HMA-WAM-R154978-2562207.FASTQ.gz	FASTQ	DNA	1602903	221200614	138	138.0	138
HMA-WAM-R154978-2584005.FASTQ.gz	FASTQ	DNA	1292684	178390392	138	138.0	138
HMA-WAM-R154980-2562264.FASTQ.gz	FASTQ	DNA	1272981	175671378	138	138.0	138
HMA-WAM-R154981-2562169.FASTQ.gz	FASTQ	DNA	1561918	215544684	138	138.0	138
HST-As004-3991479.FASTQ.gz	FASTQ	DNA	1230740	84813232	15	68.9	125
HST-As005-3991480.FASTQ.gz	FASTQ	DNA	1235926	86207867	15	69.8	125
HST-As006-3991481.FASTQ.gz	FASTQ	DNA	1411139	80813508	15	57.3	124
HST-As007-3991482.FASTQ.gz	FASTQ	DNA	1455735	88277515	15	60.6	128
HST-As008-3991483.FASTQ.gz	FASTQ	DNA	1530646	79536767	15	52.0	126
HST-As009-3991484.FASTQ.gz	FASTQ	DNA	1382062	83943551	15	60.7	124
HST-As010-3991485.FASTQ.gz	FASTQ	DNA	1540675	81944855	15	53.2	124
HST-As011-3991486.FASTQ.gz	FASTQ	DNA	1661721	86561600	15	52.1	128
HST-As012-3991487.FASTQ.gz	FASTQ	DNA	1362321	86786739	15	63.7	126
HST-J82337-2562260.FASTQ.gz	FASTQ	DNA	1413075	195004350	138	138.0	138
HST-KLS0360-2562274.FASTQ.gz	FASTQ	DNA	1419725	195922050	138	138.0	138
HST-KLS0360-2584024.FASTQ.gz	FASTQ	DNA	1398554	193000452	138	138.0	138
HST-KLS0362-2562256.FASTQ.gz	FASTQ	DNA	1331450	183740100	138	138.0	138
HST-KLS0490-2892498.FASTQ.gz	FASTQ	DNA	1414500	195201000	138	138.0	138
HST-KLS0490-2892593.FASTQ.gz	FASTQ	DNA	1250840	172615920	138	138.0	138
HST-KLS0527-2892409.FASTQ.gz	FASTQ	DNA	1307776	180473088	138	138.0	138
HST-KLS0528-2892531.FASTQ.gz	FASTQ	DNA	1486271	205105398	138	138.0	138
HST-KLS0559-2892377.FASTQ.gz	FASTQ	DNA	1418578	195763764	138	138.0	138
HST-KLS0559-2892567.FASTQ.gz	FASTQ	DNA	1172650	161825700	138	138.0	138
HST-KLS0566-2892525.FASTQ.gz	FASTQ	DNA	1458635	201291630	138	138.0	138
HST-KLS0573-2892480.FASTQ.gz	FASTQ	DNA	1544501	213141138	138	138.0	138
HST-KLS0604-2892450.FASTQ.gz	FASTQ	DNA	1445294	199450572	138	138.0	138
HST-KLS0634-2892478.FASTQ.gz	FASTQ	DNA	1432515	197687070	138	138.0	138
HST-KLS0635-2562180.FASTQ.gz	FASTQ	DNA	1297878	179107164	138	138.0	138
HST-KLS0636-2562216.FASTQ.gz	FASTQ	DNA	1556895	214851510	138	138.0	138
HST-KLS0660-2892454.FASTQ.gz	FASTQ	DNA	1480854	204357852	138	138.0	138
HST-KLS0675-2892455.FASTQ.gz	FASTQ	DNA	1422104	196250352	138	138.0	138
HST-KLS0677-2892491.FASTQ.gz	FASTQ	DNA	1480980	204375240	138	138.0	138
HST-KLS0677-2892586.FASTQ.gz	FASTQ	DNA	1155750	159493500	138	138.0	138
HST-KLS0678-2892468.FASTQ.gz	FASTQ	DNA	1367500	188715000	138	138.0	138
HST-KLS0679-2892438.FASTQ.gz	FASTQ	DNA	1480528	204312864	138	138.0	138
HST-KLS0680-2892474.FASTQ.gz	FASTQ	DNA	1495278	206348364	138	138.0	138
HST-KLS0681-2892443.FASTQ.gz	FASTQ	DNA	1382339	190762782	138	138.0	138
HST-KLS0682-2892504.FASTQ.gz	FASTQ	DNA	1491848	205875024	138	138.0	138
HST-KLS0686-2892505.FASTQ.gz	FASTQ	DNA	1454862	200770956	138	138.0	138
HST-KLS0687-2892451.FASTQ.gz	FASTQ	DNA	1373443	189535134	138	138.0	138
HST-KLS0794-2562199.FASTQ.gz	FASTQ	DNA	1314566	181410108	138	138.0	138
HST-KLS0795-2892379.FASTQ.gz	FASTQ	DNA	1531517	211349346	138	138.0	138
HST-KLS0795-2892569.FASTQ.gz	FASTQ	DNA	928908	128189304	138	138.0	138
HST-KLS0795-2894769.FASTQ.gz	FASTQ	DNA	952934	131504892	138	138.0	138
HST-KLS0804-2892392.FASTQ.gz	FASTQ	DNA	1421976	196232688	138	138.0	138
HST-KLS0843-2892452.FASTQ.gz	FASTQ	DNA	1578535	217837830	138	138.0	138
HST-KLS0847-2892542.FASTQ.gz	FASTQ	DNA	1396476	192713688	138	138.0	138
HST-KLS0858-2892456.FASTQ.gz	FASTQ	DNA	1336927	184495926	138	138.0	138
HST-KLS0883-2892509.FASTQ.gz	FASTQ	DNA	1525159	210471942	138	138.0	138
HST-KLS0886-2892390.FASTQ.gz	FASTQ	DNA	1661401	229273338	138	138.0	138
HST-KLS0896-2892403.FASTQ.gz	FASTQ	DNA	1415907	195395166	138	138.0	138
HST-KLS0897-2892551.FASTQ.gz	FASTQ	DNA	1507384	208018992	138	138.0	138
HST-KLS0897-2894762.FASTQ.gz	FASTQ	DNA	709826	97955988	138	138.0	138
HST-KLS0923-2892400.FASTQ.gz	FASTQ	DNA	1341673	185150874	138	138.0	138
HST-KLS0938-2892388.FASTQ.gz	FASTQ	DNA	1284408	177248304	138	138.0	138
HST-KLS0938-2892578.FASTQ.gz	FASTQ	DNA	907836	125281368	138	138.0	138
HST-KLS0938-2894770.FASTQ.gz	FASTQ	DNA	821441	113358858	138	138.0	138
HST-KLS0941-2892545.FASTQ.gz	FASTQ	DNA	1273447	175735686	138	138.0	138
HST-KLS0983-2892406.FASTQ.gz	FASTQ	DNA	1476100	203701800	138	138.0	138
HST-KLS0986-2892407.FASTQ.gz	FASTQ	DNA	1373996	189611448	138	138.0	138
HST-KLS1157-3593388.FASTQ.gz	FASTQ	DNA	2141375	176329439	15	82.3	126
HST-KLS1158-3593383.FASTQ.gz	FASTQ	DNA	2257392	179316210	15	79.4	124
HST-KLS1159-3593340.FASTQ.gz	FASTQ	DNA	2239852	186841948	15	83.4	128
HST-KLS1173-2892444.FASTQ.gz	FASTQ	DNA	1403044	193620072	138	138.0	138
HST-KLS1182-2892449.FASTQ.gz	FASTQ	DNA	1651319	227882022	138	138.0	138
HST-KLS1200-2892434.FASTQ.gz	FASTQ	DNA	1309794	180751572	138	138.0	138
HST-KLS1204-2892421.FASTQ.gz	FASTQ	DNA	1472529	203209002	138	138.0	138
HST-KLS1204-3593361.FASTQ.gz	FASTQ	DNA	2292546	184749117	15	80.6	128
HST-KLS1204-3593433.FASTQ.gz	FASTQ	DNA	2031380	168097022	15	82.8	126
HST-KLS1206-2892416.FASTQ.gz	FASTQ	DNA	1389594	191763972	138	138.0	138
HST-KLS1206-3593330.FASTQ.gz	FASTQ	DNA	2133151	180379679	15	84.6	124
HST-KLS1227-2892412.FASTQ.gz	FASTQ	DNA	1307817	180478746	138	138.0	138
HST-KLS1273-2892431.FASTQ.gz	FASTQ	DNA	1237625	170792250	138	138.0	138
HST-KLS1274-2892410.FASTQ.gz	FASTQ	DNA	1341702	185154876	138	138.0	138
HST-KLS1367-3593339.FASTQ.gz	FASTQ	DNA	2308491	183308939	15	79.4	124
HST-KLS1369-3593347.FASTQ.gz	FASTQ	DNA	2111894	172067288	15	81.5	125
HST-KLS1370-3593333.FASTQ.gz	FASTQ	DNA	2254611	184408062	15	81.8	128
HST-KLS1371-3593312.FASTQ.gz	FASTQ	DNA	2392187	192709353	15	80.6	124
HST-KLS1372-3593318.FASTQ.gz	FASTQ	DNA	2241853	184751716	15	82.4	128
HST-KLS1380-3593381.FASTQ.gz	FASTQ	DNA	2141567	175910253	15	82.1	124
HST-KLS1384-3593379.FASTQ.gz	FASTQ	DNA	2221506	184797602	15	83.2	126
HST-KLS1385-3593310.FASTQ.gz	FASTQ	DNA	2396387	194523742	15	81.2	125
HST-KLS1412-3593322.FASTQ.gz	FASTQ	DNA	2109311	167863503	15	79.6	124
HST-KLS1414-3593346.FASTQ.gz	FASTQ	DNA	2147540	177990618	15	82.9	124
HST-KLS1417-3593370.FASTQ.gz	FASTQ	DNA	2170197	171984940	15	79.2	126
HST-KLS1417-3593442.FASTQ.gz	FASTQ	DNA	2021531	165458115	15	81.8	124
HST-KLS1418-3593309.FASTQ.gz	FASTQ	DNA	2117057	169721109	15	80.2	126
HST-KLS1419-3593306.FASTQ.gz	FASTQ	DNA	2300177	189977631	15	82.6	126
HST-KLS1420-3593353.FASTQ.gz	FASTQ	DNA	2280567	184506702	15	80.9	126
HST-KLS1422-3593399.FASTQ.gz	FASTQ	DNA	2202670	167919383	15	76.2	125
HST-KLS1424-3593329.FASTQ.gz	FASTQ	DNA	2221976	183461634	15	82.6	125
HST-KLS1429-3593311.FASTQ.gz	FASTQ	DNA	2195767	183310685	15	83.5	124
HST-KLS1515-3593385.FASTQ.gz	FASTQ	DNA	2257188	182090600	15	80.7	124
HST-KLS1517-3593355.FASTQ.gz	FASTQ	DNA	2211222	176459761	15	79.8	124
HST-KLS1517-3593427.FASTQ.gz	FASTQ	DNA	2132734	180435096	15	84.6	126
HST-KLS1528-3593321.FASTQ.gz	FASTQ	DNA	2212821	180102016	15	81.4	126
HST-KLS1541-3593313.FASTQ.gz	FASTQ	DNA	2204755	162621142	15	73.8	125
HST-KLS1544-3593344.FASTQ.gz	FASTQ	DNA	2181050	177675405	15	81.5	124
HST-KLS1556-3593324.FASTQ.gz	FASTQ	DNA	2195597	178973973	15	81.5	124
HST-KLS1662-4013403.FASTQ.gz	FASTQ	DNA	1806498	140413106	15	77.7	126
HST-KLS1665-4013406.FASTQ.gz	FASTQ	DNA	2106656	158980849	15	75.5	125
HST-KLS1666-4013407.FASTQ.gz	FASTQ	DNA	2058011	159358897	15	77.4	128
HST-KLS1667-4013408.FASTQ.gz	FASTQ	DNA	2096869	159870014	15	76.2	124
HST-KLS1668-4013409.FASTQ.gz	FASTQ	DNA	2156914	166579279	15	77.2	128
HST-KLS1669-4013410.FASTQ.gz	FASTQ	DNA	2029807	160412296	15	79.0	126
HST-KLS1670-4013411.FASTQ.gz	FASTQ	DNA	2073775	159433590	15	76.9	124
HST-KLS1671-4013412.FASTQ.gz	FASTQ	DNA	2084350	159813222	15	76.7	128
HST-KLS1673-4013414.FASTQ.gz	FASTQ	DNA	2184359	164763126	15	75.4	127
HST-KLS1674-4013415.FASTQ.gz	FASTQ	DNA	2080886	156407262	15	75.2	126
HST-KLS1675-4013416.FASTQ.gz	FASTQ	DNA	2158719	160501297	15	74.4	128
HST-KLS1676-4013417.FASTQ.gz	FASTQ	DNA	2090071	173356745	15	82.9	127
HST-KLS1677-4013418.FASTQ.gz	FASTQ	DNA	1987293	157138701	15	79.1	126
HST-KLS1678-4013419.FASTQ.gz	FASTQ	DNA	2064220	162195807	15	78.6	128
HST-KLS1679-4013420.FASTQ.gz	FASTQ	DNA	2052158	154002165	15	75.0	124
HST-KLS1680-4013421.FASTQ.gz	FASTQ	DNA	2168732	159126768	15	73.4	127
HST-KLS1681-4013422.FASTQ.gz	FASTQ	DNA	2102749	151233717	15	71.9	124
HST-KLS1683-4013424.FASTQ.gz	FASTQ	DNA	2158150	173362115	15	80.3	127
HST-KLS1684-4013425.FASTQ.gz	FASTQ	DNA	2102796	151149498	15	71.9	126
HST-KLS1685-4013426.FASTQ.gz	FASTQ	DNA	2018629	149383831	15	74.0	124
HST-KLS1686-4013427.FASTQ.gz	FASTQ	DNA	2198629	164455058	15	74.8	126
HST-KLS1688-4013428.FASTQ.gz	FASTQ	DNA	2037578	146061337	15	71.7	126
HST-KLS1689-4013429.FASTQ.gz	FASTQ	DNA	2090629	156323594	15	74.8	126
HST-KLS1691-4013431.FASTQ.gz	FASTQ	DNA	2041014	149956593	15	73.5	128
HST-MT177-2892428.FASTQ.gz	FASTQ	DNA	880848	121557024	138	138.0	138
HST-MT215-2892384.FASTQ.gz	FASTQ	DNA	1329111	183417318	138	138.0	138
HST-MW04488-2562113.FASTQ.gz	FASTQ	DNA	1368516	188855208	138	138.0	138
HST-MW04720-2562110.FASTQ.gz	FASTQ	DNA	1530045	211146210	138	138.0	138
HST-MW04726-2562119.FASTQ.gz	FASTQ	DNA	1545285	213249330	138	138.0	138
HST-MW04726-2583998.FASTQ.gz	FASTQ	DNA	1228100	169477800	138	138.0	138
HST-SS170814-01-2562208.FASTQ.gz	FASTQ	DNA	1533043	211559934	138	138.0	138
HST-SS170814-01-2584010.FASTQ.gz	FASTQ	DNA	1135655	156720390	138	138.0	138
HST-SS170820-02-2892469.FASTQ.gz	FASTQ	DNA	1419016	195824208	138	138.0	138
HST-VU116-2892391.FASTQ.gz	FASTQ	DNA	1311241	180951258	138	138.0	138
HST-VU127-2562116.FASTQ.gz	FASTQ	DNA	1485858	205048404	138	138.0	138
HST-VU135-2892457.FASTQ.gz	FASTQ	DNA	1287386	177659268	138	138.0	138
HST-VU141-2562238.FASTQ.gz	FASTQ	DNA	1139014	157183932	138	138.0	138
HST-VU143-2892418.FASTQ.gz	FASTQ	DNA	1423609	196458042	138	138.0	138
HST-VU38-2892414.FASTQ.gz	FASTQ	DNA	1436988	198304344	138	138.0	138
